"Content_ID","Map_ID","Content_Concept_1","Content_Relation_Direction","Content_Relation_Type","Content_Concept_2","Content_Username","Content_IP","Content_Date","Content_Merged_Concept_1","Content_Merged_Concept_2","Content_Source_ID","Content_Speech_ID","Content_Remark","User_ID","Content_Relation_Remark_Choice","Content_Relation_Explanation"
9585,340,"number of people employed in ireland","positive","Causal","most significantly","femke","83.87.191.220","2017/2/15 15:19:25","Employment","Benefit of our state",2574,345,,1,,
9586,340,"break link betwen banks and sovereigns","negative","Causal","our urgent agenda","femke","83.87.191.220","3/15/2017 22:08:39","Sovereign-bank nexus","benefit of all",2575,345,,1,,
9587,340,"a job-friendly Single Market","positive","Causal","our urgent agenda","femke","83.87.191.220","2017/2/15 15:20:41","Employment","benefit of all",2575,345,,1,,
9588,340,"an outward-looking Single Market","positive","Causal","our urgent agenda","femke","83.87.191.220","3/15/2017 21:55:54","Deepening the single market","benefit of all",2575,345,,1,,
9589,340,"Such evident and action / that Europe will deliver /","positive","Causal","stability","femke","83.87.191.220","2017/2/15 15:25:48","Mutual European effort","economic stability",2575,345,,1,,"are vital for"
9590,340,"Such evident and action / that Europe will deliver /","positive","Causal","credibility","femke","83.87.191.220","3/15/2017 22:01:29","Mutual European effort","Credibility",2575,345,,1,,"are vital for"
9591,340,"Such evident and action / that Europe will deliver /","positive","Causal","jobs","femke","83.87.191.220","2017/2/15 15:28:01","Mutual European effort","Employment",2575,345,,1,,"are vital for"
9592,340,"Such evident and action / that Europe will deliver /","positive","Causal","growth","femke","83.87.191.220","2017/2/15 15:28:23","Mutual European effort","economic growth",2575,345,,1,,"are vital for"
9593,340,"work has to continue on optimum structures and arrangement for the union and the eurozone in how they do their busines","positive","Causal","I appreciate","femke","83.87.191.220","2017/2/15 15:29:35","stronger economic governance of eurozone","benefit of all",2575,345,,1,,
9594,341,"the tough decisions already taken by the government","positive","Causal","bring deficit below 3%","femke","83.87.191.220","3/15/2017 22:16:21","Economic Adjustment Programme for Ireland","Balanced state budget",2576,346,,1,,"will bring"
9595,341,"the deficit below 3%","positive","Causal","to exit the excessive deficit procedure","femke","83.87.191.220","3/15/2017 22:11:02","Balanced state budget","MS leaving the bail-out program",2576,346,,1,,"allowing us"
9596,341,"our unemployment rate is falling","positive","Causal","significantly","femke","83.87.191.220","2017/2/15 20:49:52","Employment","Benefit of our state",2576,346,,1,,
9597,341,"recovery in the wider union is feeble","positive","Causal","This positive outlook","femke","83.87.191.220","2017/2/15 20:52:21","Economic strong Europe","Strength of our economy",2576,346,"** close enough?",1,,"tempered by the fact"
9598,341,"extremely low inflation","negative","Causal","the situation / low growth","femke","83.87.191.220","3/15/2017 22:17:19","Deflation","economic growth",2576,346,,1,,"compounded by"
9599,341,"economic stagnation in Europe","positive","Causal","Ireland's future economic growth","femke","83.87.191.220","2017/2/15 22:02:05","Economic strong Europe","economic growth",2576,346,"** close enough?",1,,"would undoubtedly present serious challenges for"
9600,341,"ruthless determination","positive","Causal","end the economic crisis","femke","83.87.191.220","2017/2/15 22:03:23","Political will","solving the crisis",2576,346,,1,,"the need for to"
9601,341,"the fund / European fund for strategic investments","positive","Causal","make a tangible difference / more investment","femke","83.87.191.220","3/15/2017 22:12:28","European Plan for Economic Recovery","investment",2577,346,,1,,"has the potential to"
9602,341,"structural reforms","positive","Causal","make a tangible difference / more investment","femke","83.87.191.220","2017/2/15 22:07:24","Structural reforms","investment",2577,346,,1,,"has the potential to"
9603,341,"growth-friendly","positive","Causal","make a tangible difference / more investment","femke","83.87.191.220","2017/2/15 22:08:13","economic growth","investment",2577,346,,1,,"has the potential to"
9604,341,"fiscal consolidation","positive","Causal","make a tangible difference / more investment","femke","83.87.191.220","2017/2/15 22:08:32","fiscal consolidation","investment",2577,346,,1,,"has the potential to"
9605,341,"full use of policy instruments by the ECB","positive","Causal","make a tangible difference / more investment","femke","83.87.191.220","2017/2/15 22:08:55","ECB non-standard policy","investment",2577,346,,1,,"has the potential to"
9606,341,"ireland found to be fully compliant with SGP","positive","Causal","this is a vote of confidence","femke","83.87.191.220","3/15/2017 22:19:40","Compliance with SGP norms","Credibility",2579,346,,1,,
9607,341,"policy of prudent fiscal management","positive","Causal","the government is committed to","femke","83.87.191.220","2017/2/15 22:12:34","Fiscal discipline","Benefit of our state",2579,346,,1,,
9608,341,"proposals to streamline the European semester process","positive","Causal","facilitate more meaningfull dialogue between MS and the commission before the specific country specific recommendations","femke","83.87.191.220","3/15/2017 22:30:20","SGP in line national budgetary process","Cooperation of Commission and MS in country specific recommendations",2579,346,,1,,"are intended to"
9609,341,"european semester","positive","Causal","and reinforce our national recovery effort","femke","83.87.191.220","2017/2/15 22:16:41","European semester","economic recovery",2579,346,,1,,"can best feed into"
9610,342,"we need to grow again","positive","Causal","creating net employment","femke","83.87.191.220","2017/2/16 22:01:19","economic growth","Employment",2580,347,,1,,"To do that"
9611,342,"crisis","negative","Causal","the damage / economic","femke","83.87.191.220","2017/2/16 22:02:37","Euro-crisis","Economic development",2581,347,,1,,"wrought by"
9612,342,"crisis","negative","Causal","the damage / social","femke","83.87.191.220","2017/2/16 22:03:14","Euro-crisis","Social development",2581,347,,1,,"wrought by"
9613,342,"crisis","positive","Causal","the damage / political","femke","83.87.191.220","2017/2/16 22:03:59","Euro-crisis","Political instability",2581,347,,1,,"wrought by"
9614,342,"austerity plan","negative","Causal","against the rising public deficit","femke","83.87.191.220","2017/2/16 22:05:28","austerity programme problemstates","Budgetary deficits",2582,347,,1,,"provide effective counter measures"
9615,342,"additional reduction for this year","positive","Causal","delay the start of this process / return to a deficit of 3%","femke","83.87.191.220","2017/2/16 22:07:47","Timely budgetary corrections","Respecting 3% rule",2582,347,,1,,"so as not to"
9616,342,"additional reduction for this year","negative","Causal","the extra [ budget] deviation in 2009","femke","83.87.191.220","2017/2/16 22:08:50","Timely budgetary corrections","Budgetary deficits",2582,347,,1,,"to offset"
9617,342,"spains public debt was 54.3%","positive","Causal","in our favour","femke","83.87.191.220","3/17/2017 10:56:53","Below 60% debt","Benefit of our state",2583,347,,1,,
9618,342,"recognizing the good health of our public debt","positive","Causal","confidence in Spain","femke","83.87.191.220","3/17/2017 10:58:03","better information","Trust in our country",2584,347,,1,,"will help promote"
9619,342,"help promote confidence in Spain","positive","Causal","right now it is where not only the credibility in the sustainability of our public accounts in the medium term lies","femke","83.87.191.220","3/17/2017 11:02:32","Trust in our country","Credible public finances",2584,347,,1,,"this is necessary because"
9620,342,"help promote confidence in Spain","positive","Causal","but also our economy as a whole and our companies are perceived abroad and in international markets","femke","83.87.191.220","2017/2/16 22:27:14","Trust in our country","Market trust",2584,347,,1,,"this is necessary because"
9621,342,"speculative movements","negative","Causal","stability of the eurozone","femke","83.87.191.220","2017/2/16 22:28:24","speculation","Stability of Eurozone",2584,347,,1,,"which could alter the"
9622,342,"stability of the eurozone","positive","Causal","on each of its countries","femke","83.87.191.220","2017/2/16 22:29:34","Stability of Eurozone","Strength of our economy",2584,347,"**",1,,"which impact"
9623,342,"Sustainable Economy Strategy","positive","Causal","economic recovery","femke","83.87.191.220","3/17/2017 10:59:41","Structural reforms","economic recovery",2585,347,,1,,"to drive and consolidate"
9624,342,"Sustainable Economy Strategy","positive","Causal","overhaul our productive model","femke","83.87.191.220","3/17/2017 10:59:55","Structural reforms","Productivity",2585,347,,1,,"to"
9625,342,"the crisis","negative","Causal","on the real economy","femke","83.87.191.220","2017/2/16 22:47:39","Euro-crisis","Economic development",2585,347,,1,,"began to impact"
9626,342,"set of actions / economy and employment stimulus plan","positive","Causal","soften the blow / of the crisis to the real economy","femke","83.87.191.220","2017/2/16 22:49:24","economic stimulation","Economic development",2585,347,,1,,"designed to"
9627,342,"set of actions / economy and employment stimulus plan","negative","Causal","contain the impact of the recession","femke","83.87.191.220","2017/2/16 22:50:06","economic stimulation","Economic depression",2585,347,,1,,"designed to"
9628,342,"set of actions / economy and employment stimulus plan","positive","Causal","promote activity","femke","83.87.191.220","2017/2/16 22:50:59","economic stimulation","Productivity",2585,347,,1,,"designed to"
9629,342,"set of actions / economy and employment stimulus plan","positive","Causal","maintain employment","femke","83.87.191.220","2017/2/16 22:51:19","economic stimulation","Employment",2585,347,,1,,"designed to"
9630,342,"set of actions / economy and employment stimulus plan","positive","Causal","preserving social cohesion","femke","83.87.191.220","2017/2/16 22:51:43","economic stimulation","Social cohesion",2585,347,,1,,"designed to"
9631,342,"ambitious reform process","positive","Causal","supporting the eocnomic recovery","femke","83.87.191.220","2017/2/16 22:53:00","Structural reforms","economic recovery",2585,347,,1,,"with"
9632,342,"ambitious reform process","positive","Causal","the overhaul of our productive model","femke","83.87.191.220","2017/2/16 22:53:47","Structural reforms","Productivity",2585,347,,1,,"which will speed up"
9633,342,"ambitious reform process","positive","Causal","job creation","femke","83.87.191.220","2017/2/16 22:54:08","Structural reforms","Employment",2585,347,,1,,"foster"
9634,343,"the solution is a European one","positive","Causal","guarantee a path of tranquility and stability for the eurozone","femke","83.87.191.220","2017/2/17 09:13:41","Mutual European effort","Stability of Eurozone",2586,348,,1,,"the solution is"
9635,343,"the solution is a European one","negative","Causal","guarantee a path of tranquility and stability for the eurozone... also for greece","femke","83.87.191.220","2017/2/17 09:14:51","Mutual European effort","Greek fiscal crisis",2586,348,"*",1,,"the solution is"
9636,343,"Pro-european solution that demonstrates commitment of ms/inst to each and every one of the countries of the union","positive","Causal","guarantee a path of tranquility and stability for the eurozone","femke","83.87.191.220","2017/2/17 09:15:57","solidarity","Stability of Eurozone",2586,348,,1,,"the solution is"
9637,343,"Pro-european solution that demonstrates commitment of ms/inst to each and every one of the countries of the union","negative","Causal","guarantee a path of tranquility and stability for the eurozone... also for greece","femke","83.87.191.220","2017/2/17 09:16:14","solidarity","Greek fiscal crisis",2586,348,"*",1,,"the solution is"
9638,343,"the reduction in the GDP of its /greece/ deficit by 4%","positive","Causal","it is a positive solution","femke","83.87.191.220","2017/2/17 09:18:41","Timely budgetary corrections","benefit of all",2587,348,,1,,
9639,343,"establishing the guarantee to support","positive","Causal","it is a positive solution","femke","83.87.191.220","2017/2/17 09:19:13","Fiscal support package","benefit of all",2587,348,,1,,
9640,343,"give solidarity as required by Greece","positive","Causal","it is a positive solution","femke","83.87.191.220","2017/2/17 09:19:41","solidarity","benefit of all",2587,348,,1,,
9641,343,"the reduction in the GDP of its /greece/ deficit by 4%","positive","Causal","stability in the Eurozone","femke","83.87.191.220","2017/2/17 09:20:13","Timely budgetary corrections","Stability of Eurozone",2587,348,,1,,"enable"
9642,343,"establishing the guarantee to support","positive","Causal","the stability of the eurozone","femke","83.87.191.220","2017/2/17 09:20:39","Fiscal support package","Stability of Eurozone",2587,348,,1,,"enable"
9643,343,"give solidarity as required by Greece","positive","Causal","the stability of the eurozone","femke","83.87.191.220","2017/2/17 09:21:00","solidarity","Stability of Eurozone",2587,348,,1,,"enable"
9644,336,"This lack of European projection","positive","Causal","making some of our EU partners understand with clarity that escaping the crisis has the necessary conditions of structural reforms and fiscal consolidation, but it also requires European support in a renovated design of the Euro zone institutions","femke","83.87.191.220","6/28/2017 17:18:05","Pro-European attitude","EU leadership",2554,342,,8,,"impedes it from"
9645,343,"the reduction in the GDP of its /greece/ deficit by 4%","positive","Causal","That, which the EU represents","femke","83.87.191.220","2017/2/17 09:22:50","Timely budgetary corrections","Successful European Union",2587,348,"close enough?",1,,"guaranteeing"
9646,336,"structural reforms","positive","Causal","escaping the crisis","rik","86.91.73.170","2017/2/17 09:22:51","Structural reforms","solving the crisis",2554,342,,8,,"has the necessary condition of"
9647,336,"fiscal consolidation","positive","Causal","escaping the crisis","rik","86.91.73.170","2017/2/17 09:24:06","fiscal consolidation","solving the crisis",2554,342,,8,,"has the necessary condition of"
9648,343,"establishing the guarantee to support","positive","Causal","that, which the EU represents","femke","83.87.191.220","2017/2/17 09:24:41","Fiscal support package","Successful European Union",2587,348,,1,,"guaranteeing"
9649,343,"give solidarity as required by Greece","positive","Causal","that, which the EU represents","femke","83.87.191.220","2017/2/17 09:25:03","solidarity","Successful European Union",2587,348,,1,,"guaranteeing"
9650,336,"European support policies in a renovated design of the Euro zone institutions","positive","Causal","escaping the crisis","femke","83.87.191.220","6/28/2017 17:19:02","Fiscal support package","solving the crisis",2554,342,,8,,"it also requires"
9651,336,"Spanish unemployment","positive","Causal","political disaffection","rik","86.91.73.170","2017/2/17 09:27:57","Employment","Public support",2554,342,"*",8,,"which feeds"
9652,343,"that the government of Mr Papandreu will meet its responsibilities","positive","Causal","the trust and support of the EU","femke","83.87.191.220","3/17/2017 10:53:43","Timely budgetary corrections","Trust of the EU",2589,348,,1,,"and that Greece merits"
9653,336,"change in economic policy","positive","Causal","Spanish unemployment","rik","86.91.73.170","2017/2/17 09:30:06","Economic policy change","Employment",2554,342,,8,,"demands a whole"
9654,336,"EU's institutional design","positive","Causal","Spanish unemployment","femke","83.87.191.220","6/28/2017 17:20:48","Institutional reform of EMU","Employment",2554,342,,8,,"demands a whole"
9655,343,"reasonable balance between responsibility/and solidarity","positive","Causal","calm","femke","83.87.191.220","2017/2/17 09:32:55","taking your own responsibility","Stability of Eurozone",2589,348,,1,,"giving a message of"
9656,343,"reasonable balance between /responsibility and /solidarity","positive","Causal","calm","femke","83.87.191.220","2017/2/17 09:33:26","solidarity","Stability of Eurozone",2589,348,,1,,"giving a message of"
9657,336,"its political weakness in Europe","negative","Causal","a change","rik","86.91.73.170","2017/2/17 09:35:11","Political instability","Economic policy change",2554,342,,8,,"isn't in any condition to achieve today because of its"
9658,343,"reasonable balance between responsibility/and solidarity","positive","Causal","trust, in respect of, its operational system","femke","83.87.191.220","2017/2/17 09:38:04","taking your own responsibility","trust in European integration",2589,348,"close enough?",1,,"giving a message of"
9659,343,"reasonable balance between /responsibility and /solidarity","positive","Causal","trust, in respect of, its operational system","femke","83.87.191.220","2017/2/17 09:39:15","solidarity","trust in European integration",2589,348,,1,,"giving a message of"
9660,336,"these national (political) weaknesses","negative","Causal","historical change in Spain's position inside the EU","femke","83.87.191.220","6/28/2017 17:21:49","Political instability","Power",2555,342,,8,,"the end result of ... has"
9661,343,"reasonable balance between responsibility/and solidarity","positive","Causal","trust, in respect of, its operational system, in particular in respect of the eurozone","femke","83.87.191.220","2017/2/17 09:39:47","taking your own responsibility","credibility of emu",2589,348,"close enough?",1,,"giving a message of"
9662,343,"reasonable balance between /responsibility and /solidarity","positive","Causal","trust, in respect of, its operational system, in particular in respect to the eurozone","femke","83.87.191.220","2017/2/17 09:40:19","solidarity","credibility of emu",2589,348,"close enough?",1,,"giving a message of"
9663,336,"these national weakness","negative","Causal","the perception the EU has of the Spanish","rik","86.91.73.170","2017/2/17 09:43:31","Political instability","Trust in our country",2555,342,,8,,"the end result of"
9664,336,"we have passed on to subjects of mistrust (in European integration)","positive","Causal","held to strict vigilance and conditions","rik","86.91.73.170","2017/2/17 09:54:17","trust in European integration","Trust in our country",2555,342,,8,,"in consequence"
9665,336,"For the previously described reasons","negative","Causal","the Spanish feel less identified with Europe by the day","rik","86.91.73.170","2017/2/17 09:57:29","Problems","European identity",2555,342,,8,,"for reasons"
9666,336,"For the previously described reasons","negative","Causal","feel ... like subjects with no decision capacity","rik","86.91.73.170","2017/2/17 10:03:47","Problems","Sovereignty",2555,342,,8,,"reasons"
9667,336,"fight to re-establish balance within the EU","negative","Causal","must fight to","femke","83.87.191.220","6/28/2017 17:26:43","economic and financial differences","Benefit of our state",2555,342,,8,,
9668,336,"a very dangerous differentiation between centre and periphery, creditors and debtors","negative","Causal","we are attending to","femke","83.87.191.220","6/28/2017 17:28:08","Divide between debtor and creditor states","benefit of all",2555,342,,8,,
9669,336,"power has shifted from the European Commission and Parliament towards the Council, the ECB and Berlin","positive","Causal","must fight to","femke","83.87.191.220","6/28/2017 17:28:51","Balance of power in EU decision making","benefit of all",2555,342,,8,,
9670,336,"the citizenship regains its acting capacity and democratic control","positive","Causal","block disaffection's path","rik","86.91.73.170","2017/2/17 10:13:59","Democracy","Public support",2556,342,,8,,"it's necessary that"
9671,336,"the citizenship regains its acting capacity and its democratic control","positive","Causal","It's necessary that","rik","86.91.73.170","2017/2/17 10:15:40","Democracy","benefit of all",2556,342,,8,,
9672,336,"reforming and improving our institutions","positive","Causal","the citizenship regains its acting capacity and its democratic control in the three fields","femke","83.87.191.220","6/28/2017 17:29:26","Institutional reform of EMU","Democracy",2556,342,,8,,"three fields:"
9673,336,"completing the monetary union","positive","Causal","the citizenship regains its acting capacity and its democratic control in the three fields","femke","83.87.191.220","6/28/2017 17:29:51","stronger economic governance of eurozone","Democracy",2556,342,,8,,
9674,336,"reinforcing European governance institutions","positive","Causal","the citizenship regains its acting capacity and its democratic control in the three fields","rik","86.91.73.170","2017/2/17 10:23:24","stronger economic governance of eurozone","Democracy",2556,342,,8,,"three fields"
9675,344,"interest rates could be raised in 2010","negative","Causal","if it doesn't convene in countries lagging on recovering from the crisis","femke","83.87.191.220","6/28/2017 11:53:41","ECB increase of interest rate","Benefit of debt-states",2592,349,,8,,"ieven if"
9676,344,"idea of rising interest rates when recovery is barely starting","positive","Causal","proves, once again, Trichet's null economic instinct","femke","83.87.191.220","6/28/2017 11:54:11","ECB increase of interest rate","counterproductive economic measures",2593,349,,8,,
9677,344,"This disparagement","positive","Causal","is intolerable","rik","86.91.73.170","2017/2/17 10:57:34","Trust in our country","benefit of all",2593,349,,8,,
9678,344,"Trichet's bravado (to increase interest rates) were to be taken seriously","positive","Causal","be proved that the single coin and interest rate were toxic for many countries that are facing a crisis","rik","86.91.73.170","2017/2/17 11:02:26","ECB increase of interest rate","revealing of problems",2593,349,,8,,
9679,344,"single coin","negative","Causal","toxic for many countries that are facing a crisis","rik","86.91.73.170","2017/2/17 11:03:51","single currency","Benefit of debt-states",2593,349,,8,,
9680,344,"proved that the single ... and interest rate","negative","Causal","toxic for many countries that are facing a crisis","rik","86.91.73.170","2017/2/17 11:07:30","Common interest rate","Benefit of debt-states",2593,349,,8,,
9681,344,"early rise in interest rates","positive","Causal","revaluate the euro's exchange rate","rik","86.91.73.170","2017/2/17 11:11:50","ECB increase of interest rate","High exchange rate",2594,349,,8,,"would"
9682,344,"revaluate euro's exchange rate","negative","Causal","everyone's exports would be harmed","rik","86.91.73.170","2017/2/17 11:12:55","High exchange rate","export-level",2594,349,,8,,"and"
9683,344,"export growths","positive","Causal","allowing them to recover, solidly, from the crisis","femke","83.87.191.220","6/28/2017 11:55:45","export-level","economic recovery",2594,349,,8,,"that is allowing them"
9684,344,"the Germans will be in charge of teaching real economics to the ECB's president","positive","Causal","Fortunately","femke","83.87.191.220","6/28/2017 11:56:39","German leadership of EU","benefit of all",2594,349,,8,,
9685,325,"monetary union should always be the first instrument to achieve a major European integration while including te feared Germen economic power","negative","Other","popular within French political leaders","femke","83.87.191.220","6/28/2017 15:10:39","Economic and monetary parallelism","Benefit of the MS",2458,331,,8,,"French"
9686,325,"monetary union should","positive","Other","always be the first instrument to achieve  major European integration / while including the feared German economic power","femke","83.87.191.220","6/28/2017 15:12:26","European monetary unification","European economic unification",2458,331,,8,,"to achieve"
9687,325,"creating a common currency in Europe","positive","Other","very French","rik","86.91.73.170","2017/2/17 11:31:25","single currency","Benefit of the MS",2459,331,,8,,"is"
9688,325,"a common currency","positive","Other","Victor Hugo proclaimed","rik","86.91.73.170","2017/2/17 11:33:20","single currency","benefit of all",2459,331,,8,"French",
9689,325,"a common currency","positive","Other","all of the monarchic coins, the authentic ""symbols of misery""","rik","86.91.73.170","2017/2/17 11:36:51","single currency","Welfare",2459,331,"*",8,"French","would eliminate"
9690,325,"Formed by France's lead","positive","Causal","the Latin Monetary Union","femke","83.87.191.220","6/28/2017 15:13:38","National leadership","European monetary unification",2459,331,,8,,"was formed by"
9691,325,"creation of a common currency","positive","Other","European politcal power, a symbol of union and strength","rik","86.91.73.170","2017/2/17 11:43:04","single currency","Economic strong Europe",2459,331,,8,"French","the live representation of"
9692,325,"single currency","positive","Other","create a monetary counterweight for the dollar's power","rik","86.91.73.170","2017/2/17 11:45:32","single currency","Euro as international [reserve] currency",2460,331,,8,"French","objective ... was to"
9693,325,"create a monetary counterweight for the dollar's power","positive","Other","objective of the Gallic leaders","rik","86.91.73.170","2017/2/17 11:47:07","Euro as international [reserve] currency","benefit of all",2460,331,,8,"French",
9694,325,"economic convergence was previously established (with its political and cultural implications)","positive","Causal","European monetary union could only survive","rik","86.91.73.170","2017/2/17 11:49:26","economic convergence","Survival of EMU",2461,331,,8,,"if an"
9695,325,"monetary stability","positive","Causal","economic convergence was previously established (with its political and cultural implications)","rik","86.91.73.170","2017/2/17 11:56:31","monetary stability","economic convergence",2462,331,,8,,"based on"
9696,325,"supervised by a central authority","positive","Causal","economic convergence was previously established (with its political and cultural implications)","femke","83.87.191.220","6/28/2017 15:18:22","monitoring by EU","economic convergence",2461,331,,8,,"based on ... and"
9697,325,"solidary Europe of nation in which Paris has an important political relevance","positive","Other","French euro-monetarists that believe in","femke","83.87.191.220","6/28/2017 15:20:17","Europe of nation-states","benefit of all",2462,331,,8,"French",
9698,325,"monetary policy","positive","Other","political tool for union","rik","86.91.73.170","2017/2/17 12:14:01","European monetary unification","European political unification",2462,331,,8,"French","is considered a"
9699,325,"monetary policy","positive","Other","economic s(t)imulation if need be","femke","83.87.191.220","6/28/2017 15:22:12","Political-economic use of currency","economic stimulation",2462,331,,8,"French","is considered"
9700,325,"fiscal discipline","positive","Other","the euro-economist Germans who believe","femke","83.87.191.220","6/28/2017 15:22:28","Fiscal discipline","benefit of all",2462,331,,8,,
9701,325,"monetary stability","positive","Other","the euro-economist Germans who believe in","femke","83.87.191.220","6/28/2017 15:22:54","monetary stability","benefit of all",2462,331,,8,,
9702,325,"federal political union","positive","Other","believe in","femke","83.87.191.220","6/28/2017 15:24:44","European political unification","benefit of all",2462,331,,8,,
9703,325,"fiscal discipline","positive","Other","a solid monetary union","femke","83.87.191.220","6/28/2017 15:25:08","Fiscal discipline","Successful EMU",2462,331,,8,,"an essential condition to maintain"
9704,325,"monetary stability","positive","Other","a solid monetary union","femke","83.87.191.220","6/28/2017 15:25:21","monetary stability","Successful EMU",2462,331,,8,,"an essential condition to maintain"
9705,325,"federal political union","positive","Other","a solid monetary union","femke","83.87.191.220","6/28/2017 15:25:34","European political unification","Successful EMU",2462,331,,8,,"an essential condition to maintain"
9706,325,"integrating German monetary power in a European monetary union","negative","Other","For the first group, the important part has always been","rik","86.91.73.170","2017/2/17 12:33:58","German economic strength","Benefit of the MS",2463,331,,8,,
9707,325,"Germany to share its economic power","negative","Other","Paris, conscious of its weakness, has always wanted","femke","83.87.191.220","6/28/2017 15:29:12","German economic strength","Benefit of debt-states",2463,331,,8,"French",
9708,325,"mutualise its enormous reserves","positive","Other","France asked Germany multiple times","femke","83.87.191.220","6/28/2017 15:28:54","solidarity","Benefit of debt-states",2463,331,,8,"France",
9709,345,"economic growth","positive","Causal","the exit from the crisis","femke","83.87.191.220","2017/2/17 12:53:10","economic growth","solving the crisis",2595,350,,1,,"regarding"
9710,345,"increasing the basis for growth of the european economy","positive","Causal","the exit from the crisis","femke","83.87.191.220","2017/2/17 12:53:46","economic growth","solving the crisis",2595,350,,1,,"regarding"
9711,345,"creating jobs","positive","Causal","the exit from the crisis","femke","83.87.191.220","2017/2/17 12:54:03","Employment","solving the crisis",2595,350,,1,,"regarding"
9712,345,"maintaining the Eueropean social model","positive","Causal","the exit from the crisis","femke","83.87.191.220","2017/2/17 12:54:49","Sustainable social security system","solving the crisis",2595,350,,1,,"regarding"
9713,345,"competitiveness","positive","Causal","exit from the crisis","femke","83.87.191.220","2017/2/17 12:55:42","competitiveness","solving the crisis",2595,350,,1,,"all demand"
9714,345,"competitiveness","positive","Causal","economic growth","femke","83.87.191.220","2017/2/17 12:56:05","competitiveness","economic growth",2595,350,,1,,"all demand"
9715,345,"competitiveness","positive","Causal","increasing the basis for growth","femke","83.87.191.220","2017/2/17 12:56:26","competitiveness","economic growth",2595,350,,1,,"all demand"
9716,345,"competitiveness","positive","Causal","creating jobs","femke","83.87.191.220","2017/2/17 12:56:54","competitiveness","Employment",2595,350,,1,,"all demand"
9717,345,"competitiveness","positive","Causal","maintaining the Euroepan social model","femke","83.87.191.220","2017/2/17 12:57:21","competitiveness","Sustainable social security system",2595,350,,1,,"all demand"
9718,345,"social agreements","positive","Causal","exit from the crisis","femke","83.87.191.220","3/17/2017 11:13:23","Social agreements","solving the crisis",2595,350,,1,,"all demand"
9719,345,"social agreements","positive","Causal","economic growth","femke","83.87.191.220","3/17/2017 11:13:39","Social agreements","economic growth",2595,350,,1,,"all demand"
9720,345,"social agreements","positive","Causal","increasing the basis for growth","femke","83.87.191.220","3/17/2017 11:13:52","Social agreements","economic growth",2595,350,,1,,"all demand"
9721,345,"social agreements","positive","Causal","creating jobs","femke","83.87.191.220","3/17/2017 11:14:05","Social agreements","Employment",2595,350,,1,,"all demand"
9722,345,"social agreements","positive","Causal","maintaining the Euroepan social model","femke","83.87.191.220","3/17/2017 11:14:17","Social agreements","Sustainable social security system",2595,350,,1,,"all demand"
9723,345,"a currency","positive","Causal","strength to our financial systems","femke","83.87.191.220","2017/2/17 13:06:31","single currency","stability of financial system",2596,350,,1,,"that has provided"
9724,345,"a currency","positive","Causal","a guarantee for the European economy","femke","83.87.191.220","2017/2/17 13:09:08","single currency","Economic strong Europe",2596,350,,1,,"that has provided"
9725,345,"a currency","positive","Causal","a guarantee for the world","femke","83.87.191.220","2017/2/17 13:09:50","single currency","economic stability",2596,350,,1,,"that has provided"
9726,345,"the euro was set up","positive","Causal","co-responsibility","femke","83.87.191.220","2017/2/17 13:11:33","single currency","Mutual European effort",2596,350,"close enough?",1,,"fundamental part of why"
9727,345,"adopt a European stance for resolving problems","positive","Causal","co-responsibility","femke","83.87.191.220","2017/2/17 13:12:50","European cohesion","Mutual European effort",2596,350,"close enough?",1,,"way to provide strength to"
9728,346,"coordination","positive","Causal","sustainable economic growth","femke","83.87.191.220","2017/2/17 13:22:04","European coordination","sustainable economic growth",2597,351,,1,,"is in itself, an essential element for"
9729,346,"coordination","positive","Causal","is a necessity","femke","83.87.191.220","2017/2/17 13:22:31","European coordination","benefit of all",2597,351,,1,,
9730,346,"it needs to be intensified / coordination","positive","Causal","recovery","femke","83.87.191.220","2017/2/17 13:23:39","stronger economic governance of eurozone","economic recovery",2597,351,,1,,"to reinforce"
9731,346,"it needs to be intensified / coordination","positive","Causal","manage the strategies designed to overcome the crisis","femke","83.87.191.220","2017/2/17 13:25:20","stronger economic governance of eurozone","Government and ECB crisis measures",2597,351,,1,,"to"
9732,346,"it needs to be intensified / coordination","negative","Causal","put into practice progressive withdrawal of the financial sector support","femke","83.87.191.220","2017/2/17 13:26:20","stronger economic governance of eurozone","bail-outs",2597,351,"*",1,,"to"
9733,346,"it needs to be intensified / coordination","negative","Causal","put into practice progressive withdrawal ... and other tax incentives","femke","83.87.191.220","2017/2/17 13:27:19","stronger economic governance of eurozone","economic stimulation",2597,351,"close enough?",1,,"to"
9734,346,"which / withdrawal of financial sector support","negative","Causal","to restore the balance of public accounts","femke","83.87.191.220","2017/2/17 13:28:36","bail-outs","Sound public finances",2597,351,"*",1,,"will enable us"
9735,346,"which / withdrawal of tax incentives","negative","Causal","to restore the balance of public accounts","femke","83.87.191.220","2017/2/17 13:28:59","economic stimulation","Sound public finances",2597,351,"*",1,,"will enable us"
9736,346,"ms have taken unprecedented fiscal measures","positive","Causal","the effects of the crisis","femke","83.87.191.220","3/17/2017 10:47:37","Fiscal expansionary policy","Euro-crisis",2597,351,,1,,"to combat"
9737,346,"ms have taken unprecedented fiscal measures","positive","Causal","i am convinced we did what we should have","femke","83.87.191.220","3/17/2017 10:47:51","Fiscal expansionary policy","Benefit of the MS",2597,351,,1,,
