"Speech_ID","Speech_Identifier","Speech_Name","Speech_Speaker_ID","Speech_Date","Speech_Location","User_ID"
529,"Les Echos 2010-10-22","Monetary deterioration",91,"2010-10-22",,7
530,"Les Echos 2011-11-04","The ECB and its taboos",91,"2011-11-04",,7
531,"Les Echos 2013-12-20","A World that leaves, a France that draws",91,"2013-12-20",,7
532,"Les Echos 2013-09-06","5.300 billion dollars in the sun",91,"2013-09-06",,7
533,"Le Parisien 2013-05-06","The great depression of the economy",89,"2013-05-06",,7
534,"Le Parisien 2010-03-26","The Eurozone emerged fragile from the Greek crisis",89,"2010-03-26",,7
535,"Barroso 2012-07-03","Speech by President Barroso at the European Parliament Plenary Debate on the European Council 28-29 June",70,"2012-07-03","Strasbourg",7
536,"Barroso 2012-07-26","Statement by President Barroso following his meeting with Mr Antonis Samaras, Prime Minister of Greece",70,"2012-07-26","Athens",7
537,"Barroso 2012-06-26","Speech by President Barroso ahead of the European Council: ""Moving Europe Forward""",70,"2012-06-26","Brussels",7
538,"Barroso 2010-05-05","A Stark Choice: Europe 2020 and a Holistic Approach to Growth",70,"2010-05-05","Brussels",7
539,"Le Monde 2013-04-23","The air of the world, chronic: Excel + IMF = EU - TINA",88,"2013-04-23",,7
540,"Barroso 2012-09-04","Speech by President Barroso to European Union Heads of Delegation",70,"2012-09-04","Brussels",7
541,"Barroso 2012-11-13","President Barroso's remarks to the High level meeting of the Friends of Cohesion group",70,"2012-11-13","Brussels",7
542,"Barroso 2013-09-11","State of the Union address 2013",70,"2013-09-11","Strasbourg",7
543,"Juncker 2014-12-17","Statement by President Juncker ahead of the European Council on 18-19 December: Boosting Investment to create Jobs and Growth",92,"2014-12-17","Strasbourg",7
544,"marijenfemke","wijvoereneentestuit",37,,,9
545,"Rutte 2018-03-02","Underpromise and overdeliver: fulfilling the promise of Europe",52,"03/02/2018","Berlin",9
546,"Juncker 2015-06-29","Transcript of President Jean-Claude Juncker's press conference on Greece",92,"2015-06-29","Brussels",1
547,"Juncker 2014-11-26","Investing in Europe: speech by President Juncker in the European Parliament plenary session on the 315 Euro billion investment plan",92,"2014-11-26","Strasbourg",1
548,"Hollande 2015-02-04","Declaration conjointe a la presse avec M. Alexis Tsipras, Premier ministre grec",64,"2015-02-04","Paris",1
549,"Hollande 2015-03-19","Déclaration de M. François Hollande, Président de la République, sur les défis et priorités de la politique du gouvernement",64,"2015-03-19","Carcassonne",1
550,"Merkel 2015-01-19","Rede von Bundeskanzlerin Merkel zur Jahreseroffnung2015 der Deutschen Borse",5,"2015-01-19","Eschborn",1
551,"Chirac 1998-05-14","Discours de M. Jacques Chirac, Président de la République, sur la préparation des entreprises au passage à l'euro, l'amélioration de leurs capacités financières et de leur compétitivité,",93,"1998-05-14","Paris",1
552,"Chirac 1998-12-31","Discours radiotélévisé de M. Jacques Chirac, président de la République, sur la stabilité internationale, l'avènement de l'euro, les valeurs républicaines, la sécurité et la liberté, et la libération des capacités d'innovation notamment grâce à la réducti",93,"1998-12-31","Paris",1
553,"Chirac 2000-06-27","Rede des franzosische Staatsprasidenten Jacques Chirac vor dem Deutschen Bundestag",93,"2000-06-27","Berlin",1
554,"Chirac 1999-02-18","Speech of Mr Jacques CHIRAC, President of France, to the French staff of the multilateral institutions",93,"2000-02-18","Washington",1
555,"Schroeder 1999-12-14","Erklärung der Bundesregierung - Vorschau auf den Europäischen Rat in Wien am 11./12. Dezember 1998 und Ausblick auf die deutsche Präsidentschaft in der ersten Jahreshälfte 1999",94,"1999-12-14","Berlin",1
556,"Schroeder 1999-09-22","Ansprache von Bundeskanzler Gerhard Schroeder anlasslich des 4. Forums 'Fazit: Deutschland'",94,"1999-09-22","?",1
557,"Schroeder 2000-09-13","Rede von Bundeskanzler Schroeder in der Haushaltsdebatte vor dem Bundestag",94,"2000-09-13","Berlin",1
558,"Schroeder 2001-10-16","Rede von bundeskanzler Gerhard Schroeder zum wirtschaftstag 2001 der Volks- und Raiffeisenbanken",94,"2001-10-16","Frankfurt am Main",1
559,"Merkel 2010-03-01","Press conference by the German Federal Chancellor and the President of the Spanish Government",5,"2010-03-01","Hannover",1
560,"Prodi 2000-06-23","The Greek economy and the adoption of the Euro",95,"2000-06-23","Athens",1
561,"Prodi 2000-11-17","Europe's Renaissance",95,"2000-11-17","Frankfurt am Main",1
562,"Prodi 2001-09-24","Ninety-nine days to go",95,"2001-09-24","Brussels",1
