"Speech_Content_ID","Speech_ID","Speech_Content_Title","Speech_Content_Description","User_ID"
1737,234,"2-1","Containing problems",8
1738,234,"2-2","Containing problems",8
1739,234,"2-3","Special punishment",8
1740,234,"2-6","goede economische situatie",8
1741,234,"2-7","insisting on reform",8
1742,234,"2-8","not the last crisis",8
1743,234,"2-9","Insisting on SGP",8
1744,234,"3-1","Effects of the recession",8
1745,234,"3-3","respecting SGP",8
1746,234,"3-4","Awakening of other member states",8
1747,235,"3-4",,1
1748,235,"3-5",,1
1749,235,"3-6",,1
1750,235,"4-3",,1
1751,235,"4-4",,1
1752,235,"4-5",,1
1753,235,"6-4",,1
1754,235,"6-5",,1
1755,235,"6-6",,1
1756,235,"7-2",,1
1757,235,"7-3",,1
1758,235,"7-4",,1
1759,235,"7-5",,1
1760,235,"8-1",,1
1761,235,"8-2",,1
1762,235,"8-3",,1
1763,235,"8-5",,1
1764,235,"8-6",,1
1765,235,"9-3",,1
1766,235,"9-4",,1
1767,235,"9-6",,1
1768,235,"10-2",,1
1769,235,"10-3",,1
1770,236,"2-9",,1
1771,236,"3-2",,1
1772,236,"4-4",,1
1773,236,"4-5",,1
1774,236,"4-6",,1
1775,236,"5-1",,1
1776,236,"5-4",,1
1777,236,"5-5",,1
1778,236,"5-7",,1
1779,236,"5-8",,1
1780,236,"6-1",,1
1781,237,"3-1",,1
1782,237,"3-3",,1
1783,237,"4-1",,1
1784,237,"4-6",,1
1785,237,"5-1",,1
1786,237,"5-4",,1
1787,237,"5-5",,1
1788,237,"5-7",,1
1789,238,"1-1","French-German cooperation",8
1790,238,"1-2","Scared investers",8
1791,238,"1-3","ECB intervention",8
1792,238,"2-1","Quantitative Easing",8
1793,238,"2-2","Asset backed securities",8
1794,238,"2-3","Lower incentive",8
1795,238,"2-4","Pensions",8
1796,238,"3-1","Monetary intervention",8
1797,238,"3-2","High consumer trust",8
1798,239,"1-4",,1
1799,239,"2-5",,1
1800,239,"3-2",,1
1801,239,"3-4",,1
1802,239,"3-5",,1
1803,239,"4-1",,1
1804,239,"4-2",,1
1805,239,"5-1",,1
1806,239,"5-6",,1
1807,239,"5-7",,1
1808,239,"6-1",,1
1809,239,"6-2",,1
1810,239,"7-1",,1
1811,239,"8-1",,1
1812,239,"8-3",,1
1813,239,"8-4",,1
1814,239,"9-3",,1
1815,239,"9-4",,1
1816,240,"1-4","Monetary intervention",8
1817,240,"1-5","Greek interventions",8
1818,241,"1-1","Continuation of euro",8
1819,241,"1-4","Germany's role",8
1820,242,"1-3","Greek hope",8
1821,242,"2-1","Strong signal",8
1822,242,"2-3","Contagion",8
1823,242,"2-5","Greek succes",8
1824,242,"2-6","Understanding Greece",8
1825,243,"1-1","Trust in eurozone",8
1826,243,"1-3","Deflation",8
1827,243,"2-3","History",8
1828,243,"2-5","Embedded liberalism",8
1829,244,"1-3","Deposit insurance",8
1830,244,"2-3","the Germans",8
1831,244,"2-4","Bankrun",8
1832,244,"2-6","Savings",8
1833,244,"3-3","Bankrun",8
1834,244,"3-4","Crisis over",8
1835,245,"1-2","European agenda",8
1836,245,"1-3","Banking",8
1837,245,"2-1","Unsustainable debts",8
1838,245,"2-2","Structural banking reforms",8
1839,245,"3-1","Not prepared",8
1840,245,"3-2","Credibility Netherlands",8
1841,245,"3-3","Responsibility of Netherlands",8
1842,245,"3-4","Minimalising loss",8
1843,246,"1-6",,1
1844,246,"2-1",,1
1845,246,"2-2",,1
1846,246,"2-3",,1
1847,246,"2-4",,1
1848,246,"2-5",,1
1849,246,"2-6",,1
1850,247,"1-3",,1
1851,247,"1-4",,1
1852,247,"2-1",,1
1853,247,"2-2",,1
1854,247,"3-1",,1
1855,247,"3-2",,1
1856,247,"3-3",,1
1857,247,"4-1",,1
1858,247,"4-3",,1
1859,247,"4-4",,1
1860,247,"5-1",,1
1861,247,"5-2",,1
1862,247,"6-1",,1
1863,248,"1-2",,1
1864,248,"1-4",,1
1865,248,"2-1",,1
1866,248,"3-5",,1
1867,248,"4-8",,1
1868,248,"5-2",,1
1869,248,"5-7",,1
1870,248,"6-3",,1
1871,248,"6-5",,1
1872,248,"6-6",,1
1873,249,"2-1","nummering Femke gebruiken",1
1874,249,"2-2",,1
1875,249,"2-3",,1
1876,249,"2-4",,1
1877,249,"3-1",,1
1878,249,"3-2",,1
1880,249,"3-4",,1
1881,249,"4-1",,1
1882,249,"5-1",,1
1883,249,"5-2",,1
1884,249,"5-3",,1
1885,249,"5-4",,1
1886,249,"5-5",,1
1887,249,"6-2",,1
1888,249,"6-3",,1
1889,249,"7-1",,1
1890,249,"7-3",,1
1891,250,"1-6",,1
1892,250,"2-1",,1
1893,250,"2-2",,1
1894,250,"2-3",,1
1895,250,"3-2",,1
1896,250,"3-5",,1
1897,250,"4-2",,1
1898,250,"6-5",,1
1899,250,"8-5",,1
1900,250,"9-5",,1
1901,251,"5-4",,1
1902,251,"5-5",,1
1903,251,"5-6",,1
1904,251,"5-7",,1
1905,251,"6-2",,1
1906,251,"6-4",,1
1907,251,"6-5",,1
1908,251,"7-3",,1
1909,251,"7-4",,1
1910,251,"8-2",,1
1911,251,"8-6",,1
1912,251,"9-4",,1
1913,252,"1-7",,1
1914,252,"2-1",,1
1915,252,"2-5",,1
1916,252,"3-3",,1
1917,252,"3-4",,1
1918,252,"5-2",,1
1919,253,"1-2","Solving deficit",8
1920,253,"1-3","Correcting value of Euro",8
1921,253,"1-4","Inflation",8
1922,253,"2-1","Relation with the US",8
1923,253,"2-2","Devaluation of currency",8
1924,253,"2-3","Greedy policy US",8
1925,253,"2-4","Continuity of weak dollar",8
1926,253,"2-6","Room for reform",8
1927,253,"2-7","Speculation",8
1928,253,"3-1","Painful stabilising measures",8
1929,253,"3-2","Profit from crisis",8
1930,254,"1-1","Guilt and punishment",8
1931,254,"1-2","Dutch-German approach",8
1932,254,"1-3","Germany not up to German standards",8
1933,254,"2-1","South of Europe having issues",8
1934,254,"2-2","Aligning plans",8
1935,255,"1-3","Leaving Greece behind",8
1936,255,"2-3","European council",8
1937,255,"2-4","Contributing to Greece",8
1938,255,"3-2","Euro is different",8
1939,256,"1-1","End of post-war period",8
1940,256,"1-2","Germany's role",8
1941,256,"1-4","EU fails if euro fails",8
1942,256,"2-1","End of post-war period",8
1943,256,"2-2","Germany is paramount",8
1944,256,"3-4","Growing anti-German sentiment",8
1945,256,"4-1","Germany has no choice",8
1946,256,"4-2","Germany's role",8
1947,256,"4-3","Eurozone breakup",8
1948,256,"4-4","Consequences for Germany",8
1949,256,"5-2","Fiscal union",8
1950,257,"1-2","Trust in leaders",8
1951,257,"1-3","Don't abandon euro",8
1952,257,"1-4","Permission from Germany",8
1953,257,"2-2","European voters",8
1954,258,"2-1",,1
1955,258,"2-2",,1
1956,258,"2-4",,1
1957,258,"2-5",,1
1958,258,"2-6",,1
1959,258,"3-1",,1
1960,258,"3-2",,1
1961,258,"3-3",,1
1962,258,"4-1",,1
1963,258,"4-2",,1
1964,259,"1-2","Doom scenario's",8
1965,259,"1-4","Civil war",8
1966,259,"2-1","Grexit",8
1967,259,"2-2","Greek default",8
1968,259,"3-1","Grexit",8
1969,259,"3-2","Shame",8
1970,259,"3-3","Snowball",8
1971,259,"3-4","Contagion",8
1972,259,"3-5","Impact on banks",8
1973,259,"3-6","Grexit",8
1974,260,"2-4","SGP",8
1975,260,"3-2","Monetary discipline",8
1976,260,"3-4","German people",8
1977,261,"1-1",,1
1979,261,"7-3",,1
1980,262,"9-2",,1
1981,263,"2-6",,1
1982,263,"3-2",,1
1983,263,"3-3",,1
1984,263,"3-4",,1
1985,263,"3-5",,1
1986,263,"4-4",,1
1987,263,"5-1",,1
1988,263,"6-3",,1
1989,263,"7-6",,1
1990,263,"5-3",,1
1991,264,"1-1",,1
1993,264,"6-2",,1
1994,265,"3-2",,1
1995,265,"3-3",,1
1996,265,"4-1",,1
1997,265,"4-3",,1
1998,265,"4-4",,1
1999,265,"4-5",,1
2000,265,"5-2",,1
2001,265,"6-2",,1
2002,265,"6-3",,1
2003,265,"7-1",,1
2004,265,"8-2",,1
2005,265,"8-3",,1
2006,265,"9-2",,1
2007,265,"9-3",,1
2008,265,"12-2",,1
2009,266,"3-2",,7
2010,266,"3-3",,7
2011,266,"3-4",,7
2012,266,"4-1",,7
2013,266,"6-2",,7
2014,266,"6-5",,7
2015,266,"7-1",,7
2016,266,"7-2",,7
2017,266,"7-3",,7
2018,266,"8-1",,7
2019,266,"8-3",,7
2020,267,"2-3",,7
2021,268,"3-2",,7
2022,268,"4-1",,7
2023,268,"4-2",,7
2024,268,"5-2",,7
2025,268,"6-1",,7
2026,268,"6-2",,7
2027,268,"7-2",,7
2028,268,"7-3",,7
2029,268,"8-1",,7
2030,268,"8-2",,7
2031,268,"8-3",,7
2032,269,"1-1",,1
2033,269,"3-4",,1
2034,269,"4-1",,1
2035,269,"4-2",,1
2036,269,"5-2",,1
2037,269,"5-3",,1
2038,269,"6-1",,1
2039,269,"6-2",,1
2040,269,"6-3",,1
2041,269,"6-4",,1
2042,269,"7-4",,1
2043,269,"7-5",,1
2044,269,"8-1",,1
2045,269,"8-2",,1
2046,269,"9-1",,1
2047,269,"9-2",,1
2048,269,"10-1",,1
2049,269,"10-4",,1
2050,269,"12-4",,1
2051,270,"1-2",,1
2052,270,"2-2",,1
2053,270,"2-3",,1
2054,270,"2-4",,1
2055,270,"3-1",,1
2056,270,"3-2",,1
2057,270,"3-3",,1
2058,270,"3-5",,1
2059,270,"4-2",,1
2060,270,"4-4",,1
2061,270,"4-5",,1
2062,270,"4-6",,1
2063,270,"4-7",,1
2064,271,"1-1",,1
2065,271,"1-3",,1
2066,271,"1-4",,1
2067,271,"2-5",,1
2068,271,"2-7",,1
2069,272,"1-1",,7
2070,272,"1-3",,7
2071,272,"2-1",,7
2072,272,"12-4",,7
2073,272,"14-2",,7
2074,273,"2-2",,7
2075,273,"2-4",,7
2076,274,"2-2",,7
2077,272,"1-2",,7
2078,276,"1-3",,7
2079,276,"2-1",,7
2080,277,"1-4",,1
2081,277,"1-6",,1
2082,277,"2-2",,1
2083,277,"2-4",,1
2084,278,"1-3",,1
2085,278,"1-4",,1
2086,278,"1-5",,1
2087,278,"6-2",,1
2088,279,"1-7",,1
2089,279,"1-8",,1
2090,279,"2-1",,1
2091,279,"2-2",,1
2092,280,"1-3",,1
2093,280,"1-4",,1
2094,280,"2-1",,1
2095,280,"2-2",,1
2096,280,"2-3",,1
2097,280,"2-5",,1
2098,280,"3-1",,1
2099,280,"3-2",,1
2100,280,"3-6",,1
2101,280,"4-2",,1
2102,280,"4-3",,1
2103,280,"4-4",,1
2104,280,"5-2",,1
2105,281,"1-4",,1
2106,281,"1-6",,1
2107,281,"3-4",,1
2108,281,"3-5",,1
2109,282,"1-1",,1
2110,282,"1-2",,1
2111,282,"2-5",,1
2112,283,"1-1",,1
2113,283,"2-1",,1
2114,283,"2-2",,1
2115,283,"2-5",,1
2116,283,"2-6",,1
2117,283,"5-3",,1
2118,284,"1-3",,1
2119,284,"1-4",,1
2120,284,"1-5",,1
2121,284,"2-2",,1
2122,284,"2-3",,1
2123,284,"2-5",,1
2124,285,"1-2",,1
2125,285,"1-3",,1
2126,286,"3-3",,7
2127,286,"3-4",,7
2128,286,"3-5",,7
2129,287,"1-2",,1
2130,287,"2-1",,1
2131,287,"2-2",,1
2132,287,"2-3",,1
2133,287,"3-3",,1
2134,287,"3-4",,1
2136,287,"15-4",,1
2137,287,"15-5",,1
2138,287,"16-4",,1
2139,287,"16-5",,1
2140,288,"1-3",,1
2141,288,"2-3",,1
2142,288,"3-1",,1
2144,288,"5-1",,1
2145,289,"2-4",,7
2146,289,"5-2",,7
2147,289,"5-3",,7
2148,289,"6-2",,7
2149,289,"6-3",,7
2150,289,"7-3",,7
2151,289,"7-4",,7
2153,290,"3-3",,1
2154,290,"4-1",,1
2155,290,"4-2",,1
2156,290,"4-3",,1
2157,290,"5-1",,1
2159,290,"6-3",,1
2160,290,"7-1",,1
2161,290,"7-2",,1
2162,290,"7-3",,1
2163,290,"8-1",,1
2164,290,"8-2",,1
2165,290,"8-3",,1
2166,290,"9-1",,1
2167,290,"9-2",,1
2168,290,"9-3",,1
2169,290,"10-1",,1
2170,290,"10-2",,1
2171,290,"11-1",,1
2172,290,"11-2",,1
2173,290,"12-1",,1
2174,290,"12-3",,1
2175,290,"13-3",,1
2176,290,"14-1",,1
2177,290,"14-2",,1
2178,290,"14-4",,1
2179,290,"17-1",,1
2180,291,"1-2",,7
2181,291,"2-1",,7
2182,291,"2-2",,7
2183,291,"3-1",,7
2184,291,"4-1",,7
2185,291,"4-2",,7
2186,291,"4-3",,7
2187,291,"5-1",,7
2188,291,"5-2",,7
2189,291,"6-1",,7
2190,291,"6-2",,7
2191,291,"7-1",,7
2192,291,"7-2",,7
2194,292,"3-3",,7
2195,292,"3-4",,7
2196,292,"4-1",,7
2197,293,"3-1",,7
2198,293,"3-2",,7
2199,293,"3-4",,7
2200,293,"3-5",,7
2201,293,"5-3",,7
2202,293,"5-5",,7
2203,293,"10-1",,7
2204,294,"5-1",,1
2205,294,"5-2",,1
2206,294,"5-3",,1
2207,294,"5-4",,1
2208,294,"5-5",,1
2209,294,"6-2",,1
2210,294,"6-3",,1
2211,294,"6-4",,1
2212,294,"7-5",,1
2213,294,"8-3",,1
2214,294,"8-5",,1
2215,294,"10-5",,1
2216,294,"15-3",,1
2217,294,"15-4",,1
2218,295,"1-1",,1
2219,295,"2-2",,1
2220,295,"6-1",,1
2221,295,"6-3",,1
2222,296,"1-1",,1
2223,296,"1-2",,1
2224,296,"1-3",,1
2225,296,"1-4",,1
2226,296,"2-2",,1
2227,296,"2-4",,1
2228,296,"2-6",,1
2229,296,"2-7",,1
2230,296,"3-3",,1
2231,296,"4-4",,1
2232,296,"5-1",,1
2234,296,"5-3",,1
2235,296,"5-5",,1
2236,297,"5-1",,1
2237,297,"5-2",,1
2238,297,"5-4",,1
2239,297,"5-5",,1
2240,297,"6-1",,1
2241,297,"6-3",,1
2242,297,"6-4",,1
2243,297,"6-5",,1
2245,297,"8-2",,1
2246,297,"8-5",,1
2247,297,"8-6",,1
2248,297,"9-1",,1
2249,297,"13-5",,1
2250,297,"14-2",,1
2251,297,"14-3",,1
2252,297,"14-4",,1
2253,297,"15-1",,1
2254,298,"17-3",,1
2255,298,"17-4",,1
2256,298,"18-1",,1
2257,298,"18-3",,1
2258,298,"18-4",,1
2259,298,"19-1",,1
2260,298,"19-4",,1
2261,298,"20-1",,1
2262,298,"17-2",,1
2263,299,"3-4",,1
2264,299,"4-1",,1
2265,299,"4-2",,1
2266,299,"4-3",,1
2267,299,"5-1",,1
2268,299,"5-2",,1
2269,299,"5-3",,1
2270,299,"6-1",,1
2271,300,"1-1","Panikos",8
2272,301,"1-1","Germany's role",8
2273,301,"1-2","Softer Germany",8
2274,302,"1-2","the socialist way",8
2275,303,"1-1","bank mergers",8
2276,303,"1-2","The president as obsticle",8
2277,303,"1-3","Bright horizons were crushed",8
2278,303,"2-1","Afraid of social protests",8
2279,304,"2-4",,1
2280,304,"3-2",,1
2281,304,"3-3",,1
2282,304,"3-4",,1
2283,304,"4-1",,1
2284,304,"4-2",,1
2285,304,"5-2",,1
2286,304,"5-4",,1
2287,304,"7-1",,1
2288,304,"7-2",,1
2289,304,"7-3",,1
2290,304,"8-2",,1
2291,304,"8-4",,1
2292,304,"8-5",,1
2293,304,"9-2",,1
2294,304,"9-3",,1
2295,304,"10-3",,1
2296,305,"1-7",,1
2297,305,"2-2",,1
2298,305,"2-3",,1
2299,305,"2-4",,1
2300,305,"2-5",,1
2301,305,"2-6",,1
2302,305,"3-2",,1
2303,305,"3-4",,1
2304,305,"3-5",,1
2305,305,"3-6",,1
2306,305,"4-1",,1
2307,305,"4-2",,1
2308,305,"4-4",,1
2309,305,"4-5",,1
2310,305,"5-1",,1
2311,305,"5-2",,1
2312,305,"5-3",,1
2313,305,"5-4",,1
2314,305,"5-5",,1
2315,305,"5-6",,1
2316,305,"1-4",,1
2317,306,"4-3",,1
2318,307,"2-3",,7
2319,307,"3-3",,7
2320,307,"4-1",,7
2321,307,"12-4",,7
2322,307,"7-2",,7
2323,308,"3-1",,7
2324,308,"4-2",,7
2325,308,"4-3",,7
2326,308,"5-2",,7
2327,308,"5-3",,7
2328,308,"7-2",,7
2329,308,"7-3",,7
2330,308,"9-3",,7
2331,308,"10-1",,7
2332,308,"10-2",,7
2333,308,"10-3",,7
2334,308,"10-4",,7
2335,309,"1-2",,1
2336,309,"1-4",,1
2337,309,"1-5",,1
2338,309,"1-6",,1
2339,309,"2-3",,1
2340,309,"2-5",,1
2341,309,"3-3",,1
2342,309,"4-4",,1
2343,310,"1-1","Supporting Haiti",8
2344,310,"1-2","Zapatero's paradigm",8
2345,310,"2-1","As long as it shines a lot",8
2346,311,"1-4","Increased prices",8
2347,312,"1-1","Destruction of the Euro",8
2348,312,"1-2","Lessons from the past",8
2349,313,"1-2","call for elections",8
2350,313,"1-3","crisis taboo",8
2351,313,"2-1","Zapatero",8
2352,314,"1-1","soft dictatorship",8
2353,314,"1-2","Stark rescue",8
2354,314,"2-1","abuse of power",8
2355,315,"2-3",,1
2356,315,"2-5",,1
2357,316,"3-1",,1
2358,233,"1-7",,9
2359,233,"2-2",,9
2360,233,"2-3",,9
2361,233,"2-4",,9
2362,233,"2-6",,9
2363,233,"2-7",,9
2364,233,"3-1",,9
2365,233,"3-2",,9
2366,233,"3-4",,9
2367,233,"3-6",,9
2368,233,"4-1",,9
2369,233,"4-3",,9
2370,233,"4-4",,9
2371,233,"4-5",,9
2372,233,"4-6",,9
2373,233,"5-1",,9
2374,233,"5-3",,9
2375,233,"5-5",,9
2376,233,"5-6",,9
2377,233,"5-8",,9
2378,233,"5-9",,9
2379,233,"6-2",,9
2380,233,"7-2",,9
2381,233,"7-6",,9
2382,233,"8-1",,9
2383,233,"8-2",,9
2384,233,"8-5",,9
2385,233,"8-7",,9
2386,317,"1-2",,1
2387,317,"2-1",,1
2388,317,"2-2",,1
2389,317,"3-1",,1
2390,317,"3-2",,1
2391,317,"4-1",,1
2392,317,"4-2",,1
2393,317,"4-3",,1
2394,317,"4-4",,1
2396,317,"5-3",,1
2397,317,"5-4",,1
2398,317,"5-6",,1
2400,318,"1-3",,1
2401,318,"2-1",,1
2402,318,"2-2",,1
2403,318,"2-3",,1
2404,318,"2-4",,1
2405,318,"3-1",,1
2406,318,"3-2",,1
2407,319,"2-2",,1
2408,319,"3-3",,1
2409,319,"4-1",,1
2410,319,"4-2",,1
2411,320,"2-2",,1
2412,320,"3-1",,1
2413,320,"3-5",,1
2414,320,"4-3",,1
2415,321,"3-2",,1
2416,321,"3-4",,1
2417,321,"4-3",,1
2418,322,"10-3",,1
2419,323,"1-6",,1
2420,233,"6-4",,9
2421,324,"2-2",,7
2422,324,"2-3",,7
2423,324,"3-3",,7
2425,324,"6-5",,7
2426,324,"7-2",,7
2427,324,"9-1",,7
2428,324,"9-2",,7
2429,324,"9-3",,7
2430,324,"10-2",,7
2431,324,"10-3",,7
2432,324,"10-4",,7
2433,325,"9-2",,1
2434,325,"9-3",,1
2435,325,"10-1",,1
2436,326,"3-2",,1
2437,326,"9-2",,1
2438,326,"9-3",,1
2439,326,"10-1",,1
2440,327,"3-4",,7
2441,327,"4-2",,7
2442,327,"4-3",,7
2443,327,"5-1",,7
2444,328,"1-1","Spain is different",8
2445,328,"2-2","Take crisis seriously",8
2446,328,"2-3","Several kinds of debt",8
2447,328,"3-1","Convincing the markets",8
2448,329,"1-1","European political frame",8
2449,329,"1-2","Economic government",8
2450,330,"1-1","European summit",8
2451,330,"1-2","entering the eurozone",8
2452,330,"1-3","Combining interests",8
2453,330,"2-1","Asymmetric federalisation",8
2454,330,"2-2","Consequences for Eurozone",8
2455,330,"2-3","It's already happening",8
2456,330,"3-1","permanent measure",8
2457,330,"3-2","Difficult but urgent",8
2458,331,"1-1","Monetarism",8
2459,331,"1-2","Latin Monetary Union",8
2460,331,"1-3","Werner Plan",8
2461,331,"1-4","French failures",8
2462,331,"2-1","euro-monitarists",8
2463,331,"2-2","mutualising debt",8
2464,331,"2-3","austerity as a requirement",8
2465,331,"2-4","winning the battle",8
2466,331,"2-5","austerity as an imposition",8
2467,331,"3-1","France as the leader",8
2468,332,"1-1","Consequence of the crisis",8
2469,332,"1-2","Principals of public finance",8
2470,332,"1-3","Cede of souvereignty incomplete",8
2471,332,"1-4","coordination mechanisms",8
2472,332,"1-5","backing budget supervision",8
2473,333,"6-1",,1
2474,333,"6-2",,1
2475,333,"6-3",,1
2476,333,"7-2",,1
2477,333,"7-3",,1
2478,333,"8-1",,1
2479,334,"1-1","Credit agency wrong",8
2480,334,"1-2","Underlying problems",8
2481,334,"1-3","Most reasonable course of action",8
2482,334,"1-4","Greek bankrupt",8
2483,335,"4-1",,7
2484,335,"6-3",,7
2485,335,"7-1",,7
2486,335,"7-2",,7
2487,335,"7-3",,7
2488,335,"8-1",,7
2489,335,"8-2",,7
2490,335,"8-3",,7
2491,335,"9-1",,7
2492,335,"9-2",,7
2493,335,"9-3",,7
2494,335,"10-1",,7
2495,335,"11-1",,7
2496,335,"13-2",,7
2497,335,"13-3",,7
2498,335,"14-2",,7
2499,335,"15-2",,7
2500,335,"15-3",,7
2501,335,"17-1",,7
2502,336,"3-4",,7
2503,336,"4-1",,7
2504,336,"4-6",,7
2505,336,"5-2",,7
2506,336,"5-5",,7
2507,337,"6-1",,7
2508,337,"6-3",,7
2509,337,"7-6",,7
2510,337,"8-4",,7
2511,337,"8-6",,7
2513,338,"2-5",,7
2514,338,"5-3",,7
2515,338,"5-4",,7
2517,338,"5-7",,7
2518,339,"1-2",,1
2519,339,"1-3",,1
2520,339,"1-4",,1
2521,339,"2-1",,1
2522,339,"2-5",,1
2523,339,"2-6",,1
2524,339,"3-1",,1
2525,340,"1-1",,1
2526,340,"1-4",,1
2527,340,"2-1",,1
2528,340,"2-3",,1
2529,340,"4-1",,1
2530,341,"1-5",,1
2531,341,"2-1",,1
2532,341,"2-2",,1
2533,341,"2-3",,1
2534,341,"2-6",,1
2535,341,"4-1",,1
2536,341,"4-2",,1
2537,341,"4-3",,1
2538,341,"5-1",,1
2539,341,"5-2",,1
2540,341,"5-5",,1
2541,341,"5-6",,1
2542,341,"5-7",,1
2543,341,"6-2",,1
2544,341,"6-3",,1
2545,341,"7-4",,1
2546,341,"7-5",,1
2547,342,"1-1","escape the crisis",8
2548,342,"1-2","disaffection towards people in the citizenship",8
2549,342,"1-3","positive consequences",8
2550,342,"1-4","Role of the Eurozone",8
2551,342,"2-1","two shortcomings",8
2552,342,"2-2","Results and procedures",8
2553,342,"2-3","Bad governance",8
2554,342,"2-4","Spanish unemployment",8
2555,342,"3-1","Power shift",8
2556,342,"3-2","Simple and complex",8
2557,342,"3-2","Simple yet complex",8
2558,343,"1-1",,7
2559,343,"1-2",,7
2560,343,"2-1",,7
2561,343,"2-2",,7
2562,343,"7-2",,7
2563,65,"2-6",,1
2564,65,"3-1",,1
2565,344,"1-5",,1
2566,344,"2-1",,1
2567,344,"2-2",,1
2568,344,"2-4",,1
2569,344,"3-6",,1
2570,344,"3-8",,1
2571,344,"4-1",,1
2572,345,"1-2",,1
2573,345,"4-5",,1
2574,345,"4-6",,1
2575,345,"5-2",,1
2576,346,"1-3",,1
2577,346,"2-3",,1
2578,346,"3-4",,1
2579,346,"3-5",,1
2580,347,"2-2",,1
2581,347,"2-5",,1
2582,347,"3-1",,1
2583,347,"3-3",,1
2584,347,"3-4",,1
2585,347,"3-7",,1
2586,348,"1-4",,1
2587,348,"1-5",,1
2589,348,"2-2",,1
2591,349,"1-1","The danger of inlfation",8
2592,349,"1-2","Raising interest rates",8
2593,349,"1-3","Toxic single coin",8
2594,349,"1-4","revalue exchange rate",8
2595,350,"1-4",,1
2596,350,"1-5",,1
2597,351,"6-1",,1
2598,352,"2-5",,1
2599,352,"2-6",,1
2600,353,"1-3","evil fictions",8
2601,353,"1-4","Extended evil fictions",8
2602,353,"2-1","Proclaim the failure of the EU",8
2603,353,"2-2","Extremist parties",8
2604,353,"2-3","Tough trial",8
2605,353,"2-4","Evil consolidation",8
2606,353,"3-1","Running a marathon",8
2607,353,"3-2","current crisis in Europe",8
2608,353,"3-3","End government",8
2609,354,"1-2",,1
2610,354,"2-2",,1
2611,354,"2-3",,1
2612,354,"2-4",,1
2613,354,"3-1",,1
2614,354,"3-3",,1
2615,354,"5-3",,1
2616,355,"1-1",,1
2617,355,"2-1",,1
2618,355,"4-2",,1
2619,356,"3-2",,1
2620,356,"6-2",,1
2621,357,"4-4",,1
2622,358,"1-1","Unpopular Spain",8
2623,358,"1-2","Mystery wrapped in enigma",8
2624,359,"1-1","Fiscal pact",8
2625,359,"1-2","External help",8
2626,360,"1-2","German decline",8
2627,360,"2-1","Fear of losing influence",8
2628,360,"2-2","growth as only possible option",8
2629,361,"1-1","Unpatient markets",8
2630,361,"1-2","solidarity",8
2631,361,"1-3","Do their homework",8
2632,362,"3-1",,1
2633,362,"3-2",,1
2634,362,"3-3",,1
2635,362,"6-2",,1
2636,362,"9-1",,1
2637,363,"6-9",,1
2638,363,"7-1",,1
2639,363,"7-2",,1
2640,364,"1-1","Hoge schuldenlast",8
2641,364,"1-2","Voet van het gaspedaal",8
2642,364,"1-3","Bezuinigen remmen herstel",8
2643,364,"1-4","ECB kalmeert",8
2644,364,"2-1","Groei biedt geen uitkomst",8
2645,364,"2-2","Blessing in disguise",8
2646,364,"2-3","Pensioenen",8
2647,364,"2-4","Verhogen pensioenleeftijd",8
2648,364,"2-5","Lastenverlichting",8
2649,364,"3-1","SGP maakt naam niet waar",8
2650,365,"1-3",,1
2651,365,"1-5",,1
2652,365,"1-6",,1
2653,365,"2-4",,1
2654,365,"2-5",,1
2655,366,"1-4",,1
2656,366,"1-5",,1
2657,366,"2-1",,1
2658,366,"2-3",,1
2659,366,"2-4",,1
2660,366,"4-3",,1
2661,366,"5-1",,1
2662,366,"6-1",,1
2663,366,"6-2",,1
2664,366,"6-3",,1
2665,366,"6-4",,1
2667,366,"8-4",,1
2668,367,"1-3",,1
2669,367,"1-4",,1
2670,367,"2-4",,1
2671,367,"2-6",,1
2672,367,"2-7",,1
2673,368,"1-4","Kansen voor Europa",8
2674,368,"2-2","Economisch verstandig",8
2675,368,"2-5","Hogere tekorten",8
2676,368,"2-6","Symptoombestrijding",8
2677,369,"1-1","De landencrisis",8
2678,369,"1-4","Interne politieke risico's",8
2679,369,"2-1","Stabiliteitspact",8
2680,369,"2-2","Een reddingsoperatie",8
2681,369,"2-3","Het gevaar van besmetting",8
2682,370,"1-7",,1
2683,370,"1-8",,1
2684,370,"2-1",,1
2685,371,"1-4",,1
2686,371,"1-6",,1
2687,372,"1-3",,1
2688,372,"1-4",,1
2690,372,"2-2",,1
2691,372,"2-6",,1
2692,372,"3-1",,1
2693,372,"3-2",,1
2694,372,"3-4",,1
2695,372,"4-4",,1
2696,372,"4-5",,1
2697,372,"5-1",,1
2698,372,"5-2",,1
2699,372,"5-3",,1
2700,372,"6-1",,1
2701,372,"6-2",,1
2702,372,"6-3",,1
2703,372,"6-4",,1
2704,372,"6-5",,1
2705,372,"8-5",,1
2706,372,"8-6",,1
2707,372,"10-5",,1
2709,373,"1-1","Gemeenschappelijk economisch beleid",8
2710,373,"1-2","SGP",8
2711,373,"1-4","Grotere schade zonder Euro",8
2712,373,"2-2","Meer hulp nodig",8
2713,374,"5-4",,7
2714,374,"5-5",,7
2715,374,"5-6",,7
2716,374,"6-2",,7
2717,375,"2-1",,7
2718,375,"6-1",,7
2719,375,"6-2",,7
2720,375,"7-2",,7
2721,375,"8-1",,7
2722,375,"11-1",,7
